parent_nutrition,gamete_methylation,offspring_lifespan,developer_alignment,agent_autonomy,codebase_persistence,fusion_eroi,energy_surplus,carbon_index,species_survival
-7.420753134028246212e-01,1.193908383504467485e+00,-1.254156246223607551e+00,6.922346346763484648e-02,1.132373067638563047e+00,-1.697449168915611706e+00,1.358087518683451123e+00,-1.418621103700227759e-01,-6.615883699022483411e-01,8.266461761817386344e-01
-1.308925678814978122e+00,5.505058765836995383e-01,-6.975642232732821579e-01,-7.355321247376106486e-01,1.311771690216722241e+00,-1.428066409625308841e+00,5.864453949409851319e-01,5.530033928852219338e-01,-4.244863511147107804e-01,1.188476434032080808e+00
9.900682041408026546e-01,-9.150781268178405092e-01,1.209363927513189996e+00,1.358396003792439466e-01,-1.057450140198105792e+00,1.613596471583946812e+00,-1.672778199184753900e+00,-1.463964545216392410e-01,3.294406851705193873e-01,-1.041096649293120402e+00
-1.357341232650265850e+00,6.263622532089992978e-01,-1.611795146058374595e+00,-1.833200594272985373e-01,6.054037552441546843e-01,-1.154253657532968269e+00,1.477360290496844142e+00,2.111427842491303553e-01,1.996503627010095538e-01,1.563474431218327076e+00
1.315524765434553101e-01,-8.951761176521512153e-01,-6.440972197851865255e-01,9.601777624578939907e-01,-1.412587321003086149e+00,1.022104880583917685e+00,3.087155787414403996e-01,-8.521845357987897218e-01,1.603557120375179057e+00,3.686589970283516426e-01
-5.979965194132419448e-01,6.995068571369569277e-01,-1.468511171654096170e+00,5.848906395693860283e-01,4.080128175415755343e-01,-1.239907863220963913e+00,1.847198531403950961e+00,-3.324621789078277545e-01,2.765734300309636295e-01,1.071445448456170624e+00
6.155599194813943242e-01,4.771056174649939696e-01,1.522965908198524732e+00,-7.853570644751084462e-01,7.457179440164145579e-01,1.094501207745419008e-01,-1.495381889407605192e+00,6.641345636291687837e-01,-1.679796875587002525e+00,-1.034133404044333959e+00
5.165371962496690950e-01,5.917875245479060631e-01,1.838612961825948133e+00,-1.001653156727645655e+00,9.208397589208772160e-01,-1.158830372085281474e-01,-1.258593300009626992e+00,8.641454747097132572e-01,-1.379620989602783787e+00,-7.929891365051052743e-01
1.036884004112545554e+00,1.688824379752982052e+00,-5.517834846340586852e-01,9.347775269548790344e-01,5.774871390067810584e-01,-1.190208182550632099e+00,9.948934262509052662e-01,-1.164210772506623304e+00,-1.008710134148416815e+00,-7.505870429205357963e-01
-1.468904696737854509e+00,-1.178656335863952576e+00,-6.579149198283036348e-01,-6.573330167967157689e-02,-2.066081450985117474e-01,1.964381623483544281e-01,6.349910103528406680e-01,5.634838049047675712e-01,1.231487728740204179e+00,1.370237594934235359e+00
-5.454340860021629211e-01,-1.375931917342881006e+00,-9.722277973479480639e-01,7.156735051812568305e-01,-1.305521077779441041e+00,1.009835179548362438e+00,7.127698980381432792e-01,-3.882395162138237987e-01,1.729149852636351570e+00,5.470347138146018917e-01
9.977687692433622191e-01,1.832696745125698357e+00,8.140446010284140277e-01,-1.133822924186093511e-01,1.025571531640886658e+00,-1.102543291384955992e+00,-1.720249686738286460e-02,-5.638657587530312432e-01,-1.397495195643240429e+00,-7.120747009979769837e-01
6.651305873466581975e-01,-9.813876466625894857e-01,1.650257766362454248e+00,-9.269438581836473290e-01,-1.854554412068016578e-01,9.770253033759854766e-01,-1.809777174544109801e+00,7.753301174249821459e-01,-6.482528887484773072e-02,-7.439166058781475632e-01
1.206569137588714202e+00,1.544810160957134304e+00,8.868264402009599923e-02,7.809555585399311495e-01,1.767795593684839683e-01,-4.695068912258271721e-01,1.804178079950151947e-01,-1.170625693004565315e+00,-1.132849016377342588e+00,-1.113777018723767442e+00
-8.202774887994218611e-01,-1.905439147168991876e-01,5.928037162756419898e-01,-1.665366569918659945e+00,1.220860266121728932e+00,-3.128969989489145953e-01,-4.273679340668877780e-01,1.429114989183337681e+00,-9.386463391795096811e-01,4.201093976353617587e-01
-1.495315720616570809e+00,7.306433579385689103e-02,-7.595148588761113650e-01,-1.049786644107152611e+00,1.203407793517027535e+00,-1.122820484536984464e+00,9.289886835573962776e-01,9.373682188355565437e-01,-1.438506027381882546e-01,1.568404675018414407e+00
1.969695313626895206e-01,1.121212626178122118e+00,-1.370212036160490365e+00,1.523589615604209468e+00,-2.138438670043495415e-01,-1.065970194192154441e+00,1.469452861518186770e+00,-1.463693129776592716e+00,2.040365909899505004e-01,-3.258719815446293744e-01
-1.393857116226816961e+00,8.249788342078037684e-02,-1.291350577328022275e+00,-4.484383449803779897e-01,9.550693685511550957e-01,-1.496943831190708174e+00,1.366938326034191409e+00,9.734844522570007541e-03,1.613986660410806906e-01,1.592890936788136091e+00
-1.271671275566615966e+00,5.514870635374098384e-01,-1.356951627996153986e+00,2.150176741082930054e-01,6.112928752558320911e-01,-1.465371200837116916e+00,1.751110276008430500e+00,-2.797139593357549359e-01,2.660564103340578579e-01,1.213738448696074723e+00
-2.334784760586675889e-01,-1.201309431378606352e+00,1.232564016101960203e+00,-1.313169726420142291e+00,2.386674087437214153e-01,1.079968911523573327e+00,-1.413633175901176653e+00,1.389016018920826046e+00,6.534723987214029195e-02,-2.105150153846093927e-02
1.329092004427159801e-01,4.982488345303050514e-01,1.475565741920812579e+00,-1.171311593339414481e+00,1.142965565547956253e+00,-3.743021225332927582e-01,-9.431921966627817566e-01,9.198334691268162944e-01,-1.488355050667045765e+00,-5.965977002162002885e-01
9.367685827411698085e-01,-9.708113235693043297e-01,4.995318326063066805e-01,9.603393955300064677e-01,-1.376972889341129491e+00,1.598921235019236775e+00,-5.608287452282959551e-01,-3.831143377364842895e-01,1.041430343241313228e+00,-8.138390946411770965e-01
3.131985063766802302e-01,1.368412250574712274e+00,-1.317827991922900122e+00,1.063813258555592833e+00,1.421588658402542227e-01,-1.154384901748096715e+00,1.706186810329949566e+00,-1.258694544810575966e+00,-2.207994972852430904e-01,1.667079175953141978e-01
5.373377684218557659e-01,-1.163571088922433994e+00,8.128821413164150078e-01,2.277500444116269951e-01,-1.171040986161688835e+00,1.799596370876046514e+00,-9.872097349665317489e-01,2.400840890737446498e-01,7.071817388245633662e-01,-1.000306969116866451e+00
1.577752015823107312e+00,5.069784591074140145e-01,9.406873632680339270e-01,7.381087854487939914e-01,-4.878960718411838871e-01,7.401247483351373058e-01,-8.444265878046172125e-01,-7.278731104138823627e-01,-6.373252127101372011e-01,-1.880460984175444938e+00
1.258105482995776292e+00,1.365866730950847430e+00,1.118365310295044379e+00,1.999285856971552977e-01,3.855525008494027350e-01,-1.024374548988594147e-01,-5.716166542299622177e-01,-7.056426106489627204e-01,-1.329754882179511544e+00,-1.267806298330160786e+00
-7.755333936853615606e-01,1.474743762258466484e+00,-9.690292023221422912e-01,-5.738803661859024838e-03,1.148518713387285617e+00,-1.722769096851157533e+00,1.164752035452483625e+00,-3.026924612263661163e-01,-8.338991840830792812e-01,4.966256508073467746e-01
1.090468594035960276e-01,9.169631118728924779e-01,-1.509243410725306100e+00,8.444894757435053023e-01,-1.629573924026522444e-02,-1.139138080977956768e+00,1.592082836106404331e+00,-1.350334266893935320e+00,-1.469809523039969021e-02,3.794056867127482691e-01
-1.556174946548958715e+00,-1.471494808222485906e+00,-4.102208263977933367e-01,-6.653634800798121640e-01,1.569410521508018685e-01,3.407785038895508323e-01,1.612284975203041038e-01,1.160042986391384368e+00,1.179222417987392468e+00,1.712741999235837476e+00
4.709469250480951552e-01,3.289605678300730474e-01,1.641781902561481932e+00,-9.807613968129277326e-01,5.797751377646956916e-01,6.126633466581359322e-01,-1.123469577933700947e+00,4.975169314594352077e-01,-1.024121040007833328e+00,-9.754895702808432656e-01
1.260947247307096397e+00,-5.555357787728101293e-01,5.948106585695904780e-01,1.046475668429097672e+00,-1.457831569658220250e+00,1.314426432853850413e+00,-8.229029683473265688e-01,-5.171780356168043102e-01,4.962064799226975076e-01,-1.267204752741579066e+00
-9.718910371740990817e-01,-1.411963160955911123e+00,-6.393805395109206646e-01,6.220101410575986506e-02,-1.012849289504843542e+00,8.104474570544314416e-01,-1.050724673211648752e-01,2.307800404461769483e-01,1.485672067264429019e+00,7.380745700673648768e-01
-1.518982581282265043e+00,-1.804246099560692096e-01,-1.073294223357309285e+00,-4.801671601712161341e-01,7.619399389740105777e-01,-7.753376205778114150e-01,1.259662176033211622e+00,5.865918256118064500e-01,1.836745516195072148e-01,1.615536702295001792e+00
-1.167339902767067228e+00,-1.105648070799088334e+00,-1.187367419848276651e+00,9.806965691070596014e-02,-8.292689838878821718e-01,5.082916450493121241e-01,6.230952769230670985e-01,3.483977948743591929e-02,1.431402720072073587e+00,1.127892027546964826e+00
-3.546144174708424357e-01,9.671197199770293906e-01,-1.544224244378278987e+00,8.198593966720345572e-01,2.033481713251154566e-01,-1.392372027924863254e+00,1.505558654573877941e+00,-1.028020849557595096e+00,2.834984326140286282e-01,7.771019957604436978e-01
8.841149707025927063e-01,-5.338107031858871920e-01,-2.159331650465420027e-01,1.513270675897263384e+00,-1.638214856962432853e+00,7.108838060373741108e-01,-7.244793354810888375e-02,-1.343284308028924956e+00,1.109078870871072819e+00,-7.947938687311970618e-01
-1.950013115509080297e+00,-3.208377876513060500e-01,-6.887900157574755600e-01,-9.841670692149818711e-01,9.823709434977068167e-01,-7.133214638967554366e-01,8.350787337056327919e-01,8.935605492223153146e-01,4.961926977419547358e-01,1.537559000163611911e+00
1.084493138822043123e+00,1.510925821736417207e+00,4.204996223332894134e-01,7.148251438370144539e-01,5.504230104247838096e-01,-7.569395989496952026e-01,-1.448565529102057436e-01,-9.826408766058312150e-01,-1.196859585337580967e+00,-1.098314199925162438e+00
-9.179350553011469405e-01,-1.599555651966657832e+00,-2.094106208765925681e-01,-4.061687098884332603e-02,-9.050127540123148462e-01,7.683275884261606681e-01,-9.403059214890122086e-02,6.008941928038949998e-01,1.501717653466507985e+00,1.077593061016604681e+00
-4.765915180383811234e-01,-1.558879180733562242e+00,-3.942715604104904403e-01,1.664289362177727716e-01,-1.410497404582444103e+00,1.276095398545752158e+00,-3.529799136073880073e-01,3.391580281749270176e-01,1.504981708796855555e+00,6.688184862292633204e-01
3.076090715690050215e-01,1.519837841437574832e+00,3.004166899271974445e-01,-6.375543036703175126e-01,1.290339203309460059e+00,-1.273995178413288576e+00,5.373658232949764246e-02,-6.962601687094913117e-02,-1.579697038229165518e+00,-2.402585035810951841e-01
1.116267780111503960e+00,-6.583181056800516684e-01,1.009424184419437154e+00,3.716764909043973608e-01,-1.302152108771267747e+00,1.431425045300863230e+00,-8.460213914036319727e-01,-3.161328318690108108e-01,4.610634877738442050e-01,-1.130087217134002175e+00
4.012753280029943692e-01,1.607192081335480083e+00,-1.959510333705882235e-01,1.847634107489886102e-01,9.255804990927425369e-01,-1.473712961741094229e+00,5.999754645398787112e-01,-5.352388485745157576e-01,-1.496780470855760381e+00,-5.356935269587818071e-01
1.530749083700459368e+00,1.143252706940934837e+00,7.605715085588057867e-02,1.366847654646636379e+00,-4.571300057655320326e-01,1.058176669460599018e-01,1.113241872950521266e-01,-1.326371662805360341e+00,-3.150452048810427064e-01,-1.176279352119790067e+00
1.716363726208835150e+00,1.079776614895993081e+00,7.759918906188528753e-01,8.055709051851241975e-01,-1.502542552558370770e-01,-1.464311170573876775e-01,-3.369598102136636131e-01,-9.710841357218605863e-01,-1.019141043882697328e+00,-1.681725763032685395e+00
-1.771656207829823693e-01,1.519191513413476358e+00,-6.869028561921487475e-01,-4.048396832858710929e-03,1.490432956217799143e+00,-1.816087353731246967e+00,1.094376831356943969e+00,-3.668541257529264743e-01,-7.215142168786414789e-01,4.854047096773425607e-01
1.113938990199421886e+00,-6.947860045408912333e-01,3.651950857118415050e-01,8.006963062047651736e-01,-1.622515007241496887e+00,1.490434477032787752e+00,-7.628883812874840409e-01,-4.626347304402385063e-01,1.005265810619843547e+00,-9.049590747162569171e-01
-1.555209205498281122e+00,-9.114557136102955370e-01,-1.125349900755684640e+00,-4.022511917446205953e-01,-1.918000762037925244e-01,-2.745390789131676446e-01,6.844907755777762670e-01,5.801788555862948948e-01,1.125010429219573727e+00,1.639040515749170757e+00
4.348308211945218771e-01,-1.247084658004403934e+00,1.133988503074966570e+00,-3.727874076122766334e-01,-6.914490259691360441e-01,1.298184723957618969e+00,-1.334052325890978663e+00,4.736641438157320194e-01,3.026483757292807719e-01,-5.518287989128551896e-01
-2.867758333674787496e-01,-1.492151647292977890e+00,8.202987743217206029e-01,-4.916091974736933046e-01,-6.873789085215740169e-01,1.661230019455055773e+00,-1.173169444121781702e+00,7.922331380851215243e-01,1.191886144975085049e+00,-8.713088511603411454e-03
-8.597522723116127752e-01,-1.818888504553606733e+00,-3.151639846018875479e-01,-5.085804817189033544e-01,-8.550710641939484047e-01,9.866882628006459210e-01,-7.901107959599504293e-02,6.093549614172537598e-01,1.435577735905238850e+00,8.029999823953453131e-01
8.323912201402274835e-01,-9.149570527478977366e-01,1.434351479541009944e+00,2.825592974931110946e-01,-1.232582984028635753e+00,1.775661477656004683e+00,-1.478693349167701232e+00,1.007383665327269973e-01,5.063477290877032022e-01,-1.082730224263611207e+00
-1.529084341494114652e+00,-8.792267493078566032e-01,-4.322237541187890497e-01,-1.173156820232162945e+00,4.274933355621092779e-01,1.057121325700199066e-01,1.042205362133012680e-01,1.413734299273273987e+00,6.406085363803044608e-01,1.409465477502921171e+00
7.558164737678252365e-01,4.626539770983744693e-01,-1.044377569221777602e+00,1.720461735433596928e+00,-1.060925569956756354e+00,-1.257656605118024906e-01,1.049902306767123816e+00,-1.683663716015372236e+00,7.614884819949215844e-01,-5.928323226637709498e-01
1.872936420268745961e+00,1.180350412602706678e+00,5.595696111974051146e-01,9.883572650910994462e-01,-3.804474164640130329e-01,-1.130669884775329093e-01,-4.498647173171304026e-01,-1.447742392236520237e+00,-7.801975149841274826e-01,-1.562879959378130845e+00
-4.156321709478078552e-01,9.663358475448341478e-01,-1.587854204856983475e+00,9.981880606981483606e-01,-1.667790093037599952e-01,-1.323112808822279884e+00,1.443213452388836471e+00,-9.416633635937132762e-01,4.913408118762632171e-01,7.074287596312929249e-01
4.544363865737578445e-01,1.497469886378338888e+00,-1.142109145008962434e+00,1.138059461272459050e+00,4.631625256817015895e-02,-1.122202591740543154e+00,1.396176934475785281e+00,-1.400312727926092515e+00,-1.296780325858891969e-01,-2.659554838493514983e-02
-1.732371759327243632e+00,-9.894337975891587256e-01,-6.958417758443550261e-01,-8.119176435748113319e-01,2.141891827007159355e-01,-1.694151229448072338e-01,3.864468478616213121e-01,7.176935787499316710e-01,9.005199882237068243e-01,1.502255265221132952e+00
-7.100976137055374782e-01,-4.631842867820905041e-01,9.947398219999568081e-01,-1.663999583107877545e+00,1.226447660340009405e+00,-2.403087563910926705e-01,-9.238251860343159594e-01,1.506133031021644975e+00,-6.068232162493651938e-01,4.646944768443513896e-01
-6.087527596876597391e-01,-1.353645755869043121e+00,-6.552988341295985508e-01,2.394356230323570478e-01,-1.098781824520654427e+00,1.010368614555735123e+00,2.166357619161896342e-01,1.759153532685329979e-01,1.776036355541261935e+00,5.199950994072708443e-01
-8.970300325389415352e-01,-5.367459282353870265e-01,4.354939209767785813e-01,-1.325092892225940178e+00,1.048486897729474787e+00,6.847014414379612446e-02,-6.289849922816423966e-01,1.778080768965002445e+00,-4.077021448961064554e-01,6.825509891962422415e-01
-1.307198355398523804e+00,-1.454870931346659901e+00,-1.010597646901858715e+00,-1.403767861310633025e-01,-6.947589965096838682e-01,4.916920335511121842e-01,4.097625080157777377e-01,2.336576133912529052e-01,1.465799838768441665e+00,1.392132077487876485e+00
1.980476886372421752e-02,-5.261400329405745424e-01,1.259736568090588316e+00,-1.303711224863870033e+00,3.676495970164428417e-01,7.556174644785852434e-01,-1.595731938422844554e+00,1.650697870979726867e+00,-5.353505834759167969e-01,-3.588764487687047255e-01
4.662651941755039386e-01,1.672117956942218875e+00,-1.091673960441729846e-01,3.027292018467767076e-01,7.292838101246971183e-01,-1.456898461747399232e+00,1.005005098859165669e+00,-9.304667969594013766e-01,-1.250107921759040064e+00,-1.024506986214960974e-01
1.030724168895299275e+00,-7.076695362978720205e-02,1.638559636777035866e+00,-7.203093654885422970e-01,-6.614909219214329394e-02,1.053351611001930754e+00,-1.587238347647553782e+00,4.884058597989270889e-01,-8.812201310830477530e-01,-1.002176239397848834e+00
1.723773586654276713e+00,1.457145099217221462e+00,6.373860335777513653e-01,8.661107339128213400e-01,-1.167875180281171266e-01,-9.574274659330843373e-02,-2.227334443396671859e-01,-1.359850852035064950e+00,-1.028136630268229323e+00,-1.591242954242419350e+00
8.340571311886617600e-01,1.588660725744273972e+00,6.677039266524942285e-01,-1.337570779883390237e-01,1.173026408865526671e+00,-9.153400996439775561e-01,-5.392637109455216127e-01,-5.023996164795362096e-02,-1.882704136034276221e+00,-9.254738716239236940e-01
4.394729022266393725e-01,1.750577611610303563e+00,-9.055622141246141288e-01,9.111714363253982096e-01,6.817319410172487659e-01,-1.560490936940299722e+00,1.391432291258712706e+00,-1.068835598133456966e+00,-7.688959737021986429e-01,-1.553120837441939461e-01
-1.916576963100816988e-01,1.227955682937567738e+00,2.978938006947683403e-01,-9.085062085885726724e-01,1.518544623464011867e+00,-1.259399600746538672e+00,-6.346911992335797781e-02,2.142751043387033927e-01,-1.692430522626964917e+00,-2.716140853925223531e-01
2.063414654711938356e-02,1.358257468283689429e+00,-1.351062451370818929e+00,1.355183148621514899e+00,1.292062027774010073e-02,-1.166682956772699065e+00,1.392699187996077281e+00,-1.268129427319188318e+00,-1.214167311993272352e-01,2.844802629659903270e-01
-1.493286096328309220e+00,-1.036344282902191605e+00,-1.160476483525424207e+00,1.185685141585567960e-02,-2.310715878393355960e-01,2.761574967372477096e-01,7.110361391260127117e-01,3.997363357334252632e-01,1.365957202800398784e+00,1.673793934680204210e+00
5.907006360172220027e-01,7.170553050577415100e-01,1.443049603676954451e+00,-1.219307436539205369e+00,1.300612957314872586e+00,-2.562280324748610338e-01,-1.099469267355026147e+00,6.344005445706408786e-01,-1.632361995465706483e+00,-6.643533893945660074e-01
1.054566650357670721e+00,-1.858594292571260354e-01,2.140244423956822184e-01,1.492105425494266724e+00,-1.549775863724762281e+00,1.000925111636405740e+00,-2.567036378996561674e-01,-1.243157063790115258e+00,5.850672402752600254e-01,-9.899906661359382243e-01
1.827772894101595824e+00,6.842852839681872190e-01,9.135480701217313371e-01,1.145123360966600945e+00,-7.090684149744687081e-01,4.487249303657128707e-01,-5.713056363067418042e-01,-1.435879765284862719e+00,-2.521239407457070425e-01,-1.615977888651979111e+00
-5.525472406997150587e-01,-1.781666184600829483e+00,7.605272915776406517e-01,-6.129976796619655000e-01,-8.005828069354595788e-01,1.339357405416465641e+00,-7.224001827234097783e-01,7.973738140103417971e-01,9.677140851334269378e-01,5.713842322129641937e-01
1.160804075422156023e+00,1.650000365641216771e+00,1.155352393693475921e-01,5.958170082638262199e-01,1.016081325167659921e+00,-1.180568455834410724e+00,-3.967182666128301477e-02,-5.620154124390780437e-01,-1.628033877061892953e+00,-8.001369554648019022e-01
-4.135803490525309933e-01,-1.613017419343714343e+00,2.466695757066356409e-01,-5.555243188262309201e-02,-1.248836730050083998e+00,1.335048203488568674e+00,-5.666839719715853763e-01,6.904053342434071094e-01,1.308744004573326292e+00,3.950850894651068423e-01
-1.422923039491037711e+00,-1.385595503004898976e+00,2.753113636185652163e-02,-1.044624984914500399e+00,2.167497514329347619e-01,4.495524662016813638e-02,-2.548174321604810277e-01,1.476961242579357014e+00,6.543660854716309982e-01,1.296029648712930582e+00
7.811778428054679813e-01,-6.801903643888408402e-01,1.707876713280220837e+00,-6.666652685089355934e-01,-3.436452755881742593e-01,1.234232879100428892e+00,-1.690653491102015238e+00,3.482738708862525012e-01,-3.635205158442152418e-01,-9.748740805130422515e-01
-1.112921835170703977e+00,-8.797324542730111663e-02,3.775533216407336856e-01,-1.740051961473675801e+00,1.209819076447482100e+00,-8.665037621826485736e-01,-3.595107339089341769e-01,1.488983158116031547e+00,-6.456008877940160318e-01,1.114703553726394292e+00
-6.394716111955652815e-01,1.229418462159902692e+00,-6.425215824481337323e-01,-2.223215872979881214e-01,1.325535159682428521e+00,-1.677737620376636984e+00,1.257381453948164918e+00,-1.684678563804315743e-01,-8.707637765010326492e-01,7.305713174381217589e-01
-4.582932421975177695e-01,-6.811128280927108980e-01,1.285367832945720101e+00,-1.459475071304509708e+00,4.558555107998903400e-01,5.027931202095277108e-01,-1.486345866620625289e+00,1.563823357262960734e+00,-3.933438547467109636e-01,3.213750459040173868e-01
-1.956821177357244146e-01,-1.669827835859645448e+00,-1.904521557706088386e-01,6.304340264498727864e-01,-1.276547636172477240e+00,1.127684940494973143e+00,2.229920757301880746e-02,1.687010437045015354e-01,1.590556331310452043e+00,3.168782442921619924e-01
1.004966279917423488e+00,1.790299411709237898e+00,-4.731506129934240912e-01,1.081998184609200164e+00,4.896900692675345002e-01,-1.099054323914745446e+00,7.933632054320011173e-01,-1.044323769861219775e+00,-9.921657570737048015e-01,-9.011922540235119961e-01
1.182318152123596811e+00,-1.514756066158942649e-01,1.475618669978489228e+00,-1.490630196557029240e-02,-6.802936489040461998e-01,1.262925951519108914e+00,-1.459689249223686591e+00,-1.277048334252982864e-01,-4.943631145189432141e-01,-1.535937213549365188e+00
-8.839740293794984272e-01,-7.715064672307396787e-01,6.229120640409959719e-01,-1.528921629156098749e+00,9.522283856771057708e-01,-1.066463089745664367e-01,-7.636099414406630759e-01,1.717674378458323492e+00,-2.871460461717236790e-01,6.576259312518923927e-01
-1.068749324392524909e-03,-1.436784256147866090e+00,4.557433117848627702e-01,2.247164524487691717e-01,-1.340417514372584273e+00,1.669129217689417688e+00,-7.054506674800700150e-01,4.703477423577818173e-01,1.162237753217859604e+00,2.903483440802315935e-02
-1.852407519834409766e-01,1.308913684137304800e+00,-1.986892719147461683e-01,-1.093492407152007045e-01,1.379158863041035632e+00,-1.630921028877984069e+00,4.410824868782821095e-01,-2.279821229174764374e-01,-1.478749839580836944e+00,-2.401693318110151576e-01
-9.327974303250190502e-01,4.102515461646623618e-01,3.532315319585778712e-01,-1.409393496587120653e+00,1.593195132734026576e+00,-1.067362815732886494e+00,-3.939349332760345157e-01,1.283925906768297320e+00,-1.121078519811557817e+00,6.782981592862836751e-01
1.051690514390510423e+00,7.139973803655348394e-01,-5.355563520828364732e-01,1.553823118777402312e+00,-8.262943381674617838e-01,-1.011248346969001177e-01,9.178294063107317324e-01,-1.978762313757877589e+00,5.382426734033441962e-01,-7.997553304918537664e-01
1.177692979453531352e+00,4.735742487495559483e-01,1.671696916167073610e+00,-2.203163999839331810e-01,2.641800162324635104e-01,3.551282173722105084e-01,-1.320826508284237200e+00,-9.192170631768224742e-02,-1.029800451759740554e+00,-1.506609390666575843e+00
9.639636588218565283e-01,1.569309165001911532e+00,-5.611037191345483732e-01,1.050351253095147097e+00,2.168582878569190187e-01,-8.692649252299015084e-01,1.130725333783845654e+00,-1.201990739345238035e+00,-4.716941193871868609e-01,-6.579171030305285273e-01
9.522750496789073038e-02,1.277831802906057135e+00,-1.261226750701955890e+00,7.838246138389942663e-01,5.515753994822912842e-01,-1.471396357587048787e+00,1.496123922929193828e+00,-1.101638526960272646e+00,-5.357594968594693308e-01,3.084870882342966580e-01
9.315704643346188751e-01,-1.838938634298797892e-01,1.537480093488616806e+00,-8.288137830381279159e-01,5.843551670123710018e-01,4.926133270437081935e-01,-1.645564929950901645e+00,4.221892661776305289e-01,-1.109163906312677472e+00,-1.375031173746640523e+00
-1.322044990081203020e+00,5.224597781661008411e-02,-1.455664986745241807e+00,-2.491373578019265567e-01,7.925235489967470404e-01,-1.186866797727140321e+00,1.336932350856772977e+00,1.151874538454903674e-01,4.762895247537277665e-01,1.720040138356658588e+00
4.863153255684011245e-01,1.455221847371845012e+00,2.731018797576536539e-01,-2.616605782887145848e-01,1.372461979127907350e+00,-1.111216540632338656e+00,-6.597733272194859777e-02,-3.991668948949574081e-02,-1.818618107780764603e+00,-5.122879525746754092e-01
-1.703883346183386216e+00,-3.597349834983326056e-01,3.182162233600433626e-02,-1.236364705401308051e+00,1.397220033741015666e+00,-1.068523344508901296e+00,3.191186632300290760e-01,1.281437508297659233e+00,-4.393216904398204448e-01,1.130996751476082585e+00
3.391300129124104057e-01,-1.491298830314818469e+00,9.987799738239599989e-01,-3.321548133395966218e-01,-9.485562670384050099e-01,1.507532117613301859e+00,-1.379665028946318150e+00,6.112793186377888377e-01,6.850977380824588847e-01,-5.997381121744593813e-01
4.203758897288650820e-01,9.763598532664004015e-01,-1.312187635391365070e+00,1.547938799503750795e+00,-4.533460913477979082e-01,-3.567283095148092165e-01,1.212356435177122771e+00,-1.655640831088147191e+00,4.377765059877041232e-01,-2.636357437292068950e-01
-8.949798198791707460e-01,-6.261111601881581556e-01,5.899513466846362242e-01,-1.612947092303548491e+00,1.204654781166508482e+00,-1.753532396818471284e-01,-9.217679731398872311e-01,1.581847389765721923e+00,-4.139331527398941168e-01,6.640560901396275195e-01
1.289726379106733711e+00,1.686674000937548878e-01,1.924555638678930869e-01,1.365134815643594735e+00,-1.030101745965376958e+00,4.859305505689957561e-01,-1.806684175703883732e-01,-1.363378269528273012e+00,1.249063870785981495e-01,-1.231128438017389248e+00
-3.618411278756714089e-01,1.552510795348315931e+00,-3.545369889318403800e-01,-2.045806008373142748e-01,1.704413983266324983e+00,-1.823022515139637312e+00,7.215866091869650445e-01,-3.366580877066691069e-02,-1.277173684281927679e+00,6.132862018025239115e-01
1.558666990534422814e+00,1.263581965446400002e+00,2.707957914013242040e-01,1.230551096692413138e+00,-1.200561888744423461e-01,-3.791423531888933884e-01,-3.164034332072773736e-02,-1.386194408035030357e+00,-8.773231645658529088e-01,-1.307209519590396107e+00
-1.096316175768936585e+00,3.980262090311698087e-01,-1.045151040142873411e+00,-6.976196400406627918e-01,1.040022938420595899e+00,-1.378914112179157714e+00,1.272586294060083389e+00,4.467341177214664283e-01,-1.606335259738725096e-01,1.509884087732938251e+00
9.904175650530946395e-01,6.338233290423818111e-01,-7.455326043786120183e-01,1.491351038683237151e+00,-8.839880756974114462e-01,-3.710118580797523435e-01,1.019057158677655783e+00,-1.377852790617438261e+00,3.429900101721801708e-01,-8.360671341137793089e-01
-8.707222270925804031e-01,-6.972387595008984196e-01,-1.263985915370321456e+00,8.859131383967453477e-01,-1.100427876708710118e+00,4.283823369954427585e-01,9.055572395820374876e-01,-4.671106865370646122e-01,1.589358232567482210e+00,6.978852607491975446e-01
-1.568297758675122999e+00,-1.982189032888918290e-01,-3.855830474508935568e-01,-9.701238341404224697e-01,1.101625081604769907e+00,-1.032023434093209513e+00,4.669570145188429167e-01,1.096047185729604356e+00,-1.600655015863069186e-01,1.542864794454092081e+00
5.314399006056431674e-01,-9.734829994731608593e-01,1.855693075994210572e-01,8.656972229187686052e-01,-1.813957233073127728e+00,1.520872770905040694e+00,-5.358115143850962214e-01,-2.956793453656106352e-01,9.327394859837048191e-01,-7.421759282753397358e-01
1.153373763241371863e+00,1.331004179400266496e+00,-8.232099740046043557e-02,1.144794773792929821e+00,-2.254761825324159141e-01,-2.725944318998664295e-01,3.665799632239953865e-01,-1.724712675878188772e+00,-6.738495579502489230e-01,-1.567174670236112899e+00
1.711577939381304647e-01,4.734741208205391905e-01,-1.473942575195499760e+00,1.359336363202666265e+00,-5.905089307282356259e-01,-6.487936581888082976e-01,1.412987721819327414e+00,-1.247438612236632105e+00,8.270494593719690535e-01,4.663196137798513163e-01
-3.626955034524475541e-01,4.945659277807876730e-01,8.655785538098015319e-01,-1.437455154141707547e+00,1.445395976063127197e+00,-1.066938858198560158e+00,-6.364658908096710865e-01,1.220345251951317600e+00,-1.231054773702502603e+00,3.619485815848647592e-01
