sleep,intake,output,workout,environment,information,work,spending,relationships,spirituality
-9.020851478158295467e-02,-5.857513218307350833e-01,-3.447554654803579588e-01,-4.548932797274650164e-01,4.706760864382339427e-01,-4.159021722065865956e-01,-3.736644067130126534e-02,8.921075538056584264e-01,1.744917068044146702e-02,-5.744096926310231499e-01
-5.366411242758996059e-01,-3.744469178008950072e-01,-9.687082878089137150e-02,-2.280915836144921383e-01,-8.389361492888086635e-01,-1.373120232692116027e-01,-4.084799822604858743e-01,1.548056856173285478e-01,4.737762216364166390e-01,1.307224118850188188e-01
-3.832828447026437879e-01,-8.873593258529852701e-01,-5.780380783073097994e-01,3.256401735396795560e-01,-5.244407149461641215e-02,-3.197773886642620855e-01,-1.027075422847974345e-01,-7.797090646095752309e-01,2.516080171303801405e-02,4.603755047627825503e-01
4.232577728677840434e-01,4.729225320337776539e-02,-5.033491920537085385e-01,-2.239942681433731708e-01,6.246617998410630701e-02,1.624874249087321920e-01,-5.103212902514528970e-01,3.476881246734517261e-02,-6.174186646444776994e-01,4.042904171935797208e-01
1.971287020068278606e-01,5.260766204088683784e-01,-1.710010662247765378e-01,1.590633075533581797e-02,1.425155918856331472e-01,7.778519142720710100e-01,3.920740312918921666e-02,-7.001698051910737464e-02,2.531460859025800314e-01,-6.873052275472851802e-02
2.750715830139678908e-01,2.121245926869890774e-01,7.377997785174410517e-01,-9.076817492524402731e-01,-6.622370040002829861e-02,-9.938086712922075683e-02,9.112347661296653634e-01,-7.255129853457466943e-03,1.973789985659302193e-01,2.437873127401235518e-01
4.399936313694962631e-01,4.645032345371248317e-01,1.737052698098110193e-01,6.940043250519201123e-01,-6.081159685533293890e-01,8.337963452537638931e-02,1.070143362060631542e-01,1.132109132218628966e+00,2.804341669292384487e-01,-7.317288876349642424e-02
-5.554663835265666316e-02,9.168580358532604779e-02,-5.522358931133872773e-01,-1.432908556162368341e-01,5.561935412694837266e-01,-1.075433769872408685e-01,1.349620556057906928e-01,4.459714870812696574e-01,7.882118856538430363e-01,3.472652273937197887e-01
3.811202025272361071e-01,-7.304598193630555958e-01,1.560377136402117670e-01,-5.945007115167412204e-01,3.769569741344791503e-03,-6.105992557246779917e-01,-4.732959338484818423e-03,2.726382797302461247e-01,7.479605721590891765e-01,6.372195387461663252e-01
-6.005782624326388985e-02,2.955306239127462598e-01,-1.076630386180252863e+00,-4.414778798483522393e-01,-3.216008800754683872e-01,4.560714289892301987e-01,-3.402790604700268173e-01,3.778324374535350083e-01,4.552633923654418879e-01,7.177442732173152651e-01
-2.764036519490698507e-01,-2.319434599779244821e-01,2.781641988564457768e-01,-1.168434762315482489e+00,-6.566027749479748099e-01,-4.825375166583341091e-01,1.349475298225001341e-01,-1.675572319340843941e-01,6.404563707560810837e-01,3.490700813727276586e-01
-2.401030954667224271e-01,-4.891128375124565997e-01,2.498636245980189463e-01,2.889276363624240229e-01,-5.825669628063596672e-01,-4.883257647081978847e-01,-6.961002983666731980e-01,1.875220457618832492e-01,-6.648491380655632832e-02,8.328728322703198295e-01
-5.747107221669069121e-02,-2.241842539811618462e-01,-4.823528804914122281e-01,5.042721731695262166e-01,-2.341285800771578107e-02,8.216131236153770279e-02,-3.412318635314400272e-01,-3.037663996096807706e-01,5.541111269788469018e-01,1.230872262445956988e-01
6.445759032507575315e-01,8.092332209438043988e-02,-6.895996745762439373e-01,-2.101220538633007673e-01,3.044735314021631001e-01,-2.867190841079391150e-01,1.073901751000876093e-02,-4.907689361213398160e-01,-7.128832453043026929e-02,4.851629633848975609e-01
6.708655543844406210e-01,6.518496980289770759e-01,2.621800495079397719e-01,-8.867927015598218166e-01,-2.202763516839826019e-01,-1.245107378525766029e-01,-1.084009719106993064e-02,1.605389264926374709e-02,-2.523000891219901454e-01,-7.045420281043841826e-02
-4.452831558424336089e-02,-1.353221508858610811e-01,5.614260986515404728e-01,7.167225315379098793e-01,-5.008809109285584649e-01,3.407151590052766021e-01,3.177581867656519288e-01,9.717716207799083350e-02,1.298403846317767174e-01,4.250847670951475310e-01
1.083652869402392804e-01,-2.198231259191450737e-01,-3.431172453375919140e-01,7.331611004999215586e-01,1.750051125472135150e-02,-1.789707639801160488e-01,3.900106421342666718e-02,5.241873862534283113e-01,8.520892521335123038e-03,1.479799106161502897e-01
-4.782240008924309449e-01,-7.503539306866764680e-02,-1.615051587816746237e-01,-2.528088795888966955e-01,5.137057746454739560e-01,2.539795264543183162e-01,-5.000486916570773266e-02,4.285710761213264997e-01,2.097860346006794052e-01,-3.002931286161685323e-02
1.064996636292721011e-01,1.345339586686162270e-01,3.292033702984929477e-01,-5.134237638737904064e-01,-5.608512354154073787e-01,-6.188637835874505333e-02,4.871534985386536398e-01,1.264920066772602103e-01,-1.394311315007860097e-01,-2.407358758130195842e-02
-4.846165894619842707e-01,-3.709109272186109085e-03,3.931811637369651141e-02,-2.585557753452056851e-01,-5.630283724301505810e-01,-8.838709667826975813e-02,-6.728415447736773025e-01,8.455534717904951147e-01,5.918842033357876176e-01,-3.504902541530474092e-01
-6.130274692229789046e-01,-4.924298554407232076e-01,-2.324839707930045352e-01,1.927854444890079177e-01,-5.077468515863439169e-01,-5.900941488790978351e-02,1.264112494158928235e-01,-4.748741348441293808e-01,1.179555564007103818e+00,6.680467717881681811e-01
-3.100718651779404977e-02,-4.881046884477218128e-01,5.209503478884658367e-03,-3.956348011645366425e-01,-1.810946931777101532e-01,-1.821380424277269650e-01,1.817933255568029149e-01,-1.304248799565896344e-01,2.463245933268340404e-01,7.077685288099972993e-01
5.763894142351401184e-01,1.275376749563476575e-01,-5.781481336136465865e-01,-2.346177509602962591e-02,-1.009264485660937405e+00,2.830029602529257060e-01,-9.772892478122208182e-02,4.245299029936810964e-01,-3.332502316723089386e-01,1.251009547084431794e-01
-8.434617150316748857e-01,1.904557954779081408e-01,3.301414991297151325e-01,-2.385462237957163834e-01,3.945851955634399610e-01,7.301959342857728963e-01,2.560502532882371618e-01,-8.178283082861143027e-01,7.403487214010260331e-01,-1.587969049857528570e-01
1.078911478461725970e+00,-1.570378014904938446e-02,3.381700781864067085e-01,3.155295513344668623e-01,-2.427939983226534704e-01,-9.036034935744259311e-01,3.359468291616395375e-01,1.755548989838603413e-01,-8.831757532825663670e-01,4.389976982704943964e-01
4.307765340352206485e-01,4.644052939018397663e-01,-6.697135731818297522e-02,1.558408627971994975e-01,2.707088202144882216e-01,4.804405978726272175e-01,-7.563059329913149886e-01,-4.518526844167934930e-01,7.440946913517856864e-02,-4.095098033802920812e-01
1.411155062214412004e-01,6.398291377279715642e-01,2.234271481798844050e-02,4.585288068108217541e-02,1.482321724166342225e-01,2.323858693054848268e-01,4.408250488873086681e-01,-4.999891017255778669e-01,-5.844456042961869713e-01,5.524327622214862954e-01
8.398075835146696644e-01,-2.581590465302619486e-01,6.283295127004534519e-01,-1.669740977331528042e-01,2.868455351430124756e-01,-1.228166003541609763e-01,-1.757334645977650378e-01,4.688473903327737835e-01,-4.979098875288864301e-01,-3.240859554816253318e-01
-1.382542354222935643e-01,2.704224806763567135e-01,-9.411529205862264602e-01,7.484773237555700787e-01,-9.497626707734449503e-03,-4.711704516043446755e-02,-4.047549682585728781e-01,-1.912337959150914868e-01,7.263276316691309464e-01,-1.316820019063434377e-01
1.757147809967303798e-01,2.710787993091398618e-02,1.914735305183822012e-01,-6.156402116940132840e-01,6.554182630348948102e-01,-2.714566359613147517e-01,-6.457538768053738831e-01,-1.680166481912179488e-01,-1.875793759954753892e-01,6.022727097132468677e-02
2.857868846870610935e-01,4.682355286411677420e-01,-2.485308514079987707e-01,3.787150530630510603e-02,-5.685032917568197952e-01,-1.354653457927023630e-01,-3.991055335197196685e-01,-5.158531314532633916e-01,1.471070866051821247e-01,-9.716316123307684738e-02
-7.287658694198206888e-02,1.381390911813314415e-01,3.546066537736842772e-01,-6.454286022435483661e-01,1.546990011318343516e-01,4.659678212518800211e-01,-7.169947972370814548e-02,2.905209853064083525e-02,-7.805924294417510012e-03,1.504845742816945386e-01
2.925867460109732310e-01,5.316335919430220658e-01,-1.290816611542476289e-01,3.690045635274128433e-01,9.740731072866515294e-02,-2.295927284852093964e-01,8.941234557226747093e-01,-6.751827228359194577e-04,-1.642466265113926849e-01,1.843149686766689110e-01
3.917371347397947678e-01,8.418893253607048766e-02,4.543459685847550666e-01,-1.786428216147168402e-01,1.107859129649992613e-01,3.398223444629380752e-01,1.489021050795628909e-01,4.061685592051278437e-01,-2.816688575639057779e-02,5.054194608977793379e-01
4.969776693000224066e-01,-1.417211692448391291e-01,3.058470380881778139e-01,-9.091665259583825431e-03,-5.568934769733654422e-01,2.747514904140220815e-01,6.651143432865496141e-01,4.016125854025115460e-01,7.264610717174415644e-01,2.436115411990284474e-01
-2.360739308926889379e-01,5.205388018551797558e-01,4.442773889290233535e-01,8.338974644411971671e-01,-4.555405729691385797e-01,4.610264534130097402e-01,1.495264590685571604e-02,7.669286834783697326e-01,5.058375408504609538e-01,5.312209904181227627e-01
-1.512757816509296138e-01,-1.689690581304409411e-02,3.610033933770240289e-01,3.753907562397678088e-01,5.604449374299070863e-01,-4.662198841094766788e-02,3.484852006739899144e-01,2.753189706952979821e-01,-2.688058670695498975e-01,3.021826633460156786e-01
3.027081678253911723e-01,1.088173205067151372e-02,2.621322187744143939e-01,3.372697610548465175e-01,3.031094521324730340e-01,-2.322273764153739983e-01,2.058984866964629623e-01,8.110285195825409632e-01,3.397303061915090128e-01,-9.964089547427816551e-02
2.490403208529983758e-01,7.022440315644684627e-02,-2.063753062053663156e-01,-4.571485229633603931e-02,3.063265432853691794e-01,4.455677751779868467e-01,-5.937594587297424786e-02,6.541804773485718205e-02,7.686899509740533487e-01,1.539664170047793657e-01
3.429796012104165959e-01,2.709793844326030543e-02,1.696480754595232066e-01,-4.070895487725737505e-01,-4.943641513844178048e-01,3.420565296228509355e-01,7.457504220258945882e-01,-1.621077265370878817e-01,-6.971148099706327983e-01,8.846586102668360097e-01
2.489006057090237256e-01,9.462457101783054991e-01,4.669077685794949528e-01,-2.398875686815989117e-02,-2.822460509709227572e-01,4.025954275411593453e-01,7.266906918016086125e-02,1.005211265976526214e+00,9.813474010659285762e-02,-7.042535027347434085e-01
-6.153724202447535818e-02,-1.909954578630038702e-01,8.575953782391443347e-01,-3.446259754783864704e-02,3.000040252315193667e-01,-5.024808528293059351e-02,1.369044953740511661e-01,1.604397335541157266e-01,8.236552734527916586e-01,1.938086750538750569e-01
2.958623086809046288e-01,-3.246797992880498529e-01,-1.879175014639703489e-01,6.123405140817157477e-01,8.244463934316947906e-02,-2.078433372039360238e-01,1.998842617275021771e-01,-2.516795279468514446e-02,-7.365459952816001687e-02,2.988657795674765083e-01
-9.614440860065973093e-02,-9.303804502671228494e-02,-4.185776272642022788e-01,3.093115717465183545e-01,4.396443585567649248e-01,7.471528042833659455e-01,-6.746449736241570960e-01,3.843016783581334472e-01,1.889653642578366655e-01,-5.528058167833922454e-01
1.665111473646285756e-05,-9.534527317609120534e-03,5.659536143348925519e-02,-4.768554447032752330e-01,3.537311158808645883e-01,2.429334845074647697e-01,2.220177469620311927e-01,-5.867246711753359989e-01,4.526963275450596180e-01,-1.380572869655420365e-01
3.701332704977686183e-01,5.479070556666673641e-03,2.697303418889188120e-01,-8.644536694141723432e-01,-4.328634454000440668e-02,1.506846680089447554e-01,3.746731848847232316e-01,-5.189222699445356080e-02,9.394776778908731085e-02,9.375381217133818557e-02
3.096733754399077498e-01,2.387109522973106523e-01,-5.623840485632927155e-01,3.883245607660177345e-01,-5.862472636897912981e-01,3.699639014352162913e-02,6.195054529432267310e-02,1.091907480309187495e+00,-2.351612294921912039e-01,3.697791860540007303e-01
-1.515708194705335521e-01,2.772088526151630372e-01,4.564495473472419684e-01,-1.082744996781613844e-01,3.992056332544446362e-01,-8.032494658092409479e-02,1.125643695232115965e-01,1.130768080049295854e-01,5.863540424865653078e-01,-4.831258640575908370e-01
3.268870796515807031e-01,-4.517486978138012810e-01,4.016992773109012704e-01,9.762203833180654877e-02,1.261562105052928262e-01,-6.909864239235113947e-01,2.091863894367853027e-01,-1.276605564716977448e-02,-2.049852546379885565e-01,1.007596727114626001e+00
5.542306154075250513e-01,2.953320120183756670e-01,-2.657955020888753683e-01,5.129586907840040233e-01,-8.941656971249690999e-02,7.134591604102775708e-01,-7.217596423450599596e-01,-1.426639918185682032e-02,5.469458045952362013e-02,4.985422877787365481e-01
6.431362581110214305e-02,5.111855859888094766e-01,7.881676783808017062e-02,-4.079473503661293909e-01,4.492133222118847025e-01,8.378076596932821918e-01,1.097595151859697138e-01,-4.287303254722854007e-01,1.529698444274781854e-01,-2.317338420609579841e-02
1.225252881630900653e-01,-1.880163110013194361e-01,2.361380087951649998e-01,-1.156021816402793140e-01,3.738641218330451821e-04,-1.325571328505353308e-01,6.829774897340475937e-01,4.578465114249283818e-01,-5.937683856271189775e-01,-1.626221662318111383e-01
-6.417352944204057774e-02,-7.508231764811681974e-02,1.650168989340110581e-01,4.048185265096485019e-01,1.743813964975257647e-02,4.483362804923295974e-01,-1.753821607114189884e-01,5.150608070038548147e-01,6.811397210561231930e-01,3.158527991674511815e-01
5.033081277728021496e-02,-1.317594914115822746e-01,4.257057364119299359e-01,1.468167403229241885e-01,-1.367655249996564404e-01,9.735811985515276101e-02,3.263103462417888956e-01,-6.317512977198252999e-02,6.549760823275811994e-01,3.414555428809246118e-01
-5.073759504065718240e-02,-1.653889951564006811e-01,2.894390403470608053e-01,4.074818853682788400e-01,-6.665897011043148135e-01,3.359782510787544529e-01,2.102153829848922018e-01,-6.020490908587987633e-01,4.609143827031853546e-01,1.029634083005502188e+00
2.267053088670991645e-01,1.735730705855442757e-01,-2.209148250269232228e-01,7.047467172025609350e-02,6.477400366994854330e-01,-1.540457392098750489e-01,1.079190681845113020e-01,2.987316706851955161e-01,-8.362716674564044661e-01,1.982827715297124371e-01
6.670413095255770530e-01,-3.744368496849295180e-01,8.181331594030372134e-02,-2.803692374301411383e-01,-1.845704040500520948e-01,-2.166943788133291748e-01,-3.946386304668511036e-01,-1.393588609929652666e-01,-4.457578057991457010e-02,-6.697127959477254810e-01
-5.521734766957709928e-01,1.505214831125515351e-01,-1.700828243607184764e-01,1.294476912229182153e-01,-6.223548626725888822e-01,7.691636615282431144e-01,-2.155264430194921976e-01,-1.094659412898153772e-01,-3.169400046598326304e-01,-3.526119237675053864e-01
-4.775169621480515048e-01,-6.878494468192679623e-01,3.993057204186586384e-01,5.131990782867079659e-01,3.124612878711286457e-01,-3.859751298050523305e-01,4.136979810825003323e-01,-4.019728282363795868e-01,-1.415958299024450695e-01,-4.717938967977765019e-01
-2.638008886902679095e-01,5.523848472199571757e-02,-5.913419637819815611e-01,5.032384660225598383e-01,6.686425344779310942e-01,-2.909952659744710068e-01,-1.569733491337769182e-01,3.407574129473187052e-01,-5.243677949937025629e-01,-1.694648236546502929e-01
4.482610018341950386e-01,-5.780628281756967635e-01,-1.100735487320712302e-01,-2.905388598181224413e-01,5.206945088348791106e-01,-1.710642239209169968e-01,-3.036085725651964662e-01,1.487990267880689998e-02,3.243879969371707417e-01,-3.510978819945108076e-01
9.776860424085025147e-02,4.162420863293554429e-01,-5.802962418705559511e-01,2.243755893899115617e-01,1.811254234641269667e-01,2.506989035300652424e-01,-8.116001831770913721e-01,-5.667916668008590175e-01,2.255016665883346205e-01,-6.235024028118485440e-02
1.999859755090038216e-01,-3.044493414393257269e-01,4.610952460804166320e-01,-3.709439173975797033e-01,1.642463756996495328e-01,-5.037637400525732390e-02,2.950549639558958104e-01,-9.114795179297234817e-01,-3.026348754163108445e-01,8.508687041014142971e-02
6.106438020963435021e-01,-4.648197248886961064e-01,-1.563571359664146510e-01,1.138587979841381992e-01,-1.113726717538454369e-01,4.200131007772057168e-01,-4.527560581237273230e-01,6.248716971753913718e-01,-7.729459353008611977e-01,-2.862683073789519250e-01
-4.118290186772465278e-01,-2.570215105996474514e-01,-4.809512691146469177e-01,-4.944776923075081543e-01,-4.232090127715300021e-01,7.638331824263584480e-01,6.181257785927301018e-01,-2.313927330298258811e-01,1.443495272485268988e-01,-2.071721260643662466e-01
-2.881636419803756399e-01,-3.701221874027623704e-01,-4.323772654263943194e-01,-3.071106570860498985e-01,-4.199958888385257882e-01,-3.986641726757907400e-01,4.250800897152048896e-01,6.202154710952396677e-01,-2.296974995719736068e-03,4.975711956603126596e-01
-5.496541301945284674e-02,-5.728465737900387822e-01,-2.161057828645000234e-01,-7.998942972998395184e-01,-4.950881131093207710e-01,1.031591168245669099e-01,1.993096571831250441e-01,4.347580919313176473e-01,4.797961540457969520e-01,-1.028482374159474799e-01
-2.669260886869354588e-01,-3.073514795612028797e-02,-3.118987780775102081e-01,-3.935334175599188855e-01,-5.048103836003324796e-01,-4.612722727353243402e-01,-4.098676508870932045e-01,4.709096588049005438e-01,1.196144911106378883e+00,3.887985356583374408e-01
-4.649436032826116671e-02,2.162762436600969562e-01,-4.240939997639723291e-01,-6.921944002533839679e-01,-6.200332418386556022e-02,2.359027267251401772e-01,-1.488299315934980827e-01,-3.480104530015169506e-01,8.600441977385346881e-01,6.815607749411991545e-01
2.653987066210656276e-01,-1.696244805690281798e-01,-2.084111754454737175e-01,-3.647706329194387864e-01,-5.238162497209855051e-01,-6.887158971698999210e-02,3.338986485762345802e-01,-2.828644985854680827e-01,1.352381306403829531e-01,5.072595678116709195e-01
-3.268916415432862044e-01,-1.518133248623567966e-01,-2.459202781322115117e-01,-2.100670519929964675e-01,-1.357384783163871345e-01,2.215168431544999317e-01,2.802969241178375759e-01,9.063813420721728020e-02,1.179188586329649180e-04,1.215566250374755797e-01
1.831419731638367909e-01,-4.457086929304149847e-01,1.546412666873775987e-01,-4.754591450585390899e-01,5.120803870813501746e-01,-6.938341153673849293e-01,1.470627979526348272e-02,1.709999172973600823e-01,5.154878719483635408e-01,5.182919862733910144e-01
2.118209978051364684e-01,4.883202072314486442e-01,-7.405812046561395245e-01,6.526108487278394765e-01,-4.774263362628157203e-01,2.975718382101569803e-01,-4.155413411293727988e-01,-2.447593954150003304e-01,1.403223858860232487e-01,4.867510376550839291e-01
-3.441736409754424519e-01,2.676255444149555629e-01,2.997358457438062951e-01,-7.484327590482819925e-01,7.721485151711446893e-01,-6.198069024477151356e-02,-2.822086410806176615e-01,-7.815122902641011282e-02,-4.616755944844218584e-01,1.290785037136859825e-01
1.589194860746736548e-01,1.491764879733175342e-01,2.409585354707782789e-01,4.229235832858010413e-01,-7.021260316932876888e-01,-5.288185982985511568e-01,-6.826484081862084496e-02,-1.323501572163399143e-02,1.343103419445229041e-01,1.422747783616672979e-01
-1.852018922464746253e-01,5.883916405398066374e-01,-2.248478199917672837e-01,6.526330564616700247e-02,3.431713200611030690e-03,1.608940596287047053e-01,-6.497038544129403181e-01,1.060361215822574060e-01,-7.247755269562199641e-03,1.707948142466150787e-01
1.783798380938704797e-01,-2.181177009648940235e-01,7.326635198256978843e-01,4.743551796600400383e-01,2.079093016172029462e-01,-7.116019116442001691e-02,2.831311703017511117e-01,-6.261337694269918375e-01,-1.690836267419370542e-01,-1.936715199629139850e-01
1.548103897206352109e-01,2.269660892004924380e-01,3.241179328300028972e-01,1.013924193248713634e-01,5.028441266479706240e-01,5.515235308117386603e-01,-4.003551197655975669e-01,4.657458379642336332e-01,-2.603320550243853893e-01,-1.055865283676969135e-01
-2.534181204839050516e-01,-9.905557140729456811e-02,4.104852656001024558e-01,5.313938671299622829e-01,3.676770259206477848e-02,4.690943871985478464e-02,7.794793539682424166e-01,-2.174983900819164873e-01,5.071036745832973036e-01,4.761196173749762672e-02
-4.942012818614963665e-01,7.537370099833404780e-01,1.199138476459176844e-01,8.747091153927826213e-01,1.712815340061887015e-01,-6.447687785033435759e-01,2.177463865325686976e-01,7.591809549820760505e-02,-3.364844604538363981e-01,3.458943762604938521e-01
-1.180042945493221529e-01,-3.109311737010617693e-01,5.309546259143805846e-01,2.088226757273034528e-02,4.629279075958764311e-01,6.031040415103761099e-02,-4.296448055721992509e-01,2.302045155048832448e-01,1.885576426660600657e-01,-4.405045682373053273e-01
-5.589041399339445687e-02,6.125695195235711932e-01,-3.968659750335977732e-01,8.593625362377080856e-01,-5.030561395537199720e-01,-1.008334558655733793e-02,-1.052350386673187033e-01,-2.105226546698392709e-01,3.631840907918289507e-01,3.072296477028537143e-01
-3.185175945417750287e-01,-3.459529167783133019e-01,6.012759015843214261e-01,9.796787986185101493e-02,7.933723982461654556e-01,3.921703979414954966e-01,-2.017980996572385499e-01,-3.395564592301529849e-01,-2.585218165148795988e-01,5.540069973744121690e-01
5.738752707347027915e-01,-5.408278589863689811e-01,9.184788281024536261e-03,2.557380071899887364e-01,-1.379143337026451088e-01,-6.059094520799829242e-01,4.310676047136031697e-01,-1.040157557597705118e-01,4.930080274703360632e-02,-2.868862601498509690e-01
-1.438214041272120880e-01,7.618995923481682864e-01,-6.501196231668644465e-01,5.768461473436594655e-01,2.420271060894290394e-01,3.601495007488425548e-01,-2.534173624937471336e-01,3.923417719019122729e-01,-1.578576919042886939e-01,9.126930960346263388e-02
4.066866441275686084e-01,4.092478641528715655e-01,8.999261012061958720e-01,-3.646885681374617549e-02,6.601429645002225843e-01,-5.493290841567186056e-02,-2.432503427557430875e-02,-2.253473286197514303e-01,9.986914938039742617e-02,1.159036081416033870e-01
-2.972687374255249537e-01,1.914282014918059494e-01,4.593909609020464524e-01,7.545753102469195950e-01,1.020153442539137451e-01,4.069439007390669438e-01,-4.267295306382319353e-01,4.038591838200951134e-01,1.152080198002033151e-01,4.579684501985470391e-01
3.684211713859221193e-01,-2.963861141694111301e-01,4.105485332420657496e-01,1.597180198455693811e-01,2.263732687522096998e-01,-7.537680133028573648e-01,4.535019658774622209e-02,-3.456442162142164820e-01,-1.586733894972133796e-01,-4.211364315977543238e-01
-2.702731661022195753e-01,5.613872938135897606e-01,-2.971043363882019395e-01,3.694412900270239719e-01,-2.088755318717092080e-01,3.019502423388764067e-01,-3.660728005947949115e-01,-3.574361344073799795e-01,-3.925313756439519075e-01,-2.212150409382206973e-01
-1.023317868334515657e-01,-3.697807522345525344e-01,-1.161606710141507848e-01,-3.715455136461525143e-01,6.852667090650925719e-01,2.055841001863362993e-01,4.257027942828628397e-02,-5.089275417935014145e-01,-5.425705445413970818e-01,-3.956989986827593730e-01
1.953057544668455325e-01,1.614693669173757340e-01,2.465389734455685766e-01,-1.387110146187438275e-01,2.657973864866656766e-01,2.515009624035849933e-01,6.908184825019107744e-02,-3.904161359921117791e-01,-3.792391005018589945e-01,9.629350014166182525e-02
1.329362439119336770e-01,6.665788332863031851e-01,-2.065841172827377337e-01,7.271810767939907993e-01,-2.343108395989854098e-01,-1.310689437985786132e-01,3.010416598787910014e-02,-1.225104662435748393e-01,-7.360638493198037313e-01,-5.246016662415571297e-01
-1.066867617502822219e+00,4.645024419539662275e-01,6.536953770862022894e-01,-3.101099260931196033e-01,2.828919840175915246e-01,5.151820245348021077e-01,-3.943805879414707949e-01,3.028827550228387344e-01,3.171511289143012502e-01,-2.896026648781870327e-01
7.419637505003082514e-03,-5.354648933678900491e-01,2.926652576186085097e-01,7.991408429626658538e-01,-4.034398135296242693e-01,-1.785405449012984480e-01,6.142296003463180165e-01,-3.092420958134980968e-01,5.749195033975085245e-01,5.510453596913927887e-01
-1.208825948715069876e-02,-3.105973129123692500e-01,-7.437122780857892135e-01,6.858241643140305932e-03,4.980429936513473543e-01,-3.074773727733527695e-02,5.805379659290365035e-01,4.391142796114988478e-01,-1.605935339198242828e-01,2.451700018570684703e-01
8.138399327922011262e-01,-4.123829414202244692e-01,-1.238420034145835680e-01,-5.276310423244277015e-01,-1.059963014859229002e-02,2.367470034908018828e-02,-1.705786571580535371e-01,1.063391544196215510e-01,6.370094459222365169e-01,3.130411789098767605e-01
3.687877726929096323e-01,9.653643935984654867e-01,-2.162416277672645493e-01,-7.410003342485796951e-01,-6.523006276855820573e-01,7.356305026028157057e-01,-6.608952685924607273e-01,-5.828567778925099196e-02,1.941361791403858617e-01,5.543716914577775379e-01
-3.483293329707403685e-01,1.713276525515166071e-01,5.945810339692753077e-01,-6.250816092849183214e-02,-5.789371559595971606e-01,-2.410234407873308449e-01,1.237239086030636148e+00,-3.471085897926827757e-01,-9.107895607056401555e-02,-3.802389999680300114e-03
-4.473486117044561672e-02,-1.624814270317449239e-01,2.669015300319247386e-01,-1.078836267104665847e-02,-6.429874713353184168e-01,1.714692461996157324e-01,-8.593207462897613225e-02,9.684866567135537174e-01,1.225399482915604243e-01,-1.612013998534976844e-01
-2.301507935240717506e-01,-5.501939719392289208e-01,-1.239586300272794983e-01,1.808619092788746330e-01,3.050644368411500884e-01,-1.480728924768529853e-01,7.556064793222296849e-01,-8.082088245708962670e-01,1.016000192058230001e+00,-4.232151869453218973e-01
2.549672179142759010e-01,9.512562205068506027e-02,-5.633065235549390426e-01,-1.830774071810582770e-01,6.753285690365189164e-02,9.310982753107741039e-02,-2.402756735634676011e-01,6.498556722090802484e-01,-5.196224413434202827e-01,9.276771712286898675e-01
5.713973973649807414e-01,3.351867541848873588e-01,3.101092237889250258e-01,-1.595595608428564682e-01,9.703254598223368110e-02,1.504701249919581096e-01,6.138789867968360431e-02,-3.660772125050623105e-01,6.640343263908693450e-01,-6.206038414933907621e-01
-3.040017842996652897e-01,3.955285275401305700e-01,4.282758692953139157e-01,3.868938901075706926e-01,1.218104843805600107e-01,4.858404691783369533e-01,-2.749072711804632085e-01,-7.696286027787163642e-02,-1.811781347372647399e-01,5.968504949912679658e-01
1.558874011720578490e-01,-3.697116752299922648e-01,2.693062152116086905e-01,-2.322266008618256716e-02,2.427175222515694786e-01,1.414662899791239992e-01,-8.318811250215829567e-04,-5.710815656398292584e-01,2.722271924113557895e-01,-1.495015636112102531e-01
5.379483147367226659e-01,-2.642221246278325109e-01,5.834725021042080906e-02,2.932792493762681474e-01,-3.445850384353089657e-01,2.393617477403419125e-01,7.668322779787711818e-01,2.786461277218740262e-01,-3.101155648133259168e-01,1.120820921621777239e-01
-4.761133754659458428e-01,9.706778762248458037e-03,-2.728202998349384401e-01,3.308332449276869536e-01,1.822900040505311958e-01,8.912623292386314677e-01,-8.543760340748465798e-02,2.447921238575552216e-01,2.418942692650185022e-01,-2.125526089847879774e-01
4.667568180847582182e-01,-1.117903617437554231e-01,4.935132131512816323e-02,-3.888772026465631138e-01,4.655547994201148509e-01,4.144022612498340918e-01,6.850037096609560283e-01,-4.025989860620660110e-01,-2.645658186541643420e-01,9.564247788196826583e-02
3.717951833139735984e-01,1.476353459202022489e-01,-1.815004007235761219e-01,-7.646974094324629490e-02,1.424174144143631193e-01,-1.931468604157637881e-02,1.773205232674670562e-01,8.310435103987896532e-01,1.994638822093618424e-01,-3.272036804584383951e-01
-1.109425719630052071e-01,8.490319010725486670e-01,5.219890730080437580e-01,-3.291695993936468723e-01,-3.026535906468144632e-01,3.367350468568198751e-01,-2.444165691643199190e-01,3.983745828878842987e-02,7.262235658160196561e-01,-3.096011944972292262e-01
-1.865737637835251372e-01,1.025823255352216745e-01,5.673811960932233500e-01,6.532759367319120880e-01,-3.785649283654988206e-01,-1.238317564624907552e-01,-2.585439624619192411e-01,-1.014685540757241045e+00,-2.630195820788100991e-01,5.170576180416477374e-01
9.746065037509911433e-02,-1.915855284959356863e-01,1.183955943615658257e-02,3.887032630776914854e-01,4.947122334798880194e-01,-3.336109418534517479e-01,-5.353918767649143984e-01,2.709224300092380466e-02,-1.084135592760973488e+00,2.784099730968764286e-01
8.778051998773495068e-02,-1.811307706525826233e-02,1.610470803941480011e-01,-1.124526352788637606e-01,-6.390663703700444342e-02,2.840913109718561091e-02,5.221590864657693620e-02,-3.637560641988724086e-01,-1.913679931473107401e-02,-7.790252803343369337e-01
