dark_energy_density,horizon_radius,bremermann_limit,bekenstein_entropy,technosignature_detectability,civilization_lifespan,intelligence_density,attractor_alignment
-9.259321738249866041e-01,1.196634823430502870e+00,-7.088839674444914751e-02,5.496245785670025308e-01,1.952681739357490454e+00,-1.824831936750115569e+00,5.507404306558213308e-02,4.759903062441352140e-02
-1.422370682025337674e+00,1.146147674065288946e+00,-7.217858931461849092e-01,6.892752661070418174e-01,-1.459088537323663393e-01,2.339901986673780798e-01,1.314777383501960273e+00,-1.203805350762353843e+00
7.581022706131914646e-01,-1.004991102002509518e+00,-1.691144457598682260e+00,1.578777298731109502e+00,-1.531646744753480394e-01,1.964159792022552031e-01,9.060458304049273659e-02,-2.420927629491269051e-01
-2.139640831357249251e+00,1.738286736121873677e+00,-2.702376642016567909e-01,4.322160276501967741e-02,-6.004588820187334308e-01,4.650912396077412359e-01,-2.569553780315294023e-01,-1.554458916033255034e-02
-1.392417354035281996e+00,1.195602615889741482e+00,2.882927511033065437e-01,-2.295401848902487163e-01,-3.415756308074175962e-01,6.753882152131868155e-01,-1.513497524439503694e+00,1.357908530866145380e+00
1.229019739035689618e+00,-1.439481225333694825e+00,-1.255594454306128982e-01,4.037323362669620330e-01,-1.076851035233298060e+00,9.748003848846762409e-01,7.134525910889601974e-01,-7.847291297508020014e-01
1.602205202582545285e+00,-1.538067058464045456e+00,-1.151820000971022440e+00,1.133498769377329962e+00,-4.687636665882105036e-01,5.220721921060188508e-01,-3.295261967116058233e-01,4.364458133688050023e-01
-2.697712141184329671e-01,-1.581245483095608181e-02,-9.504804968612206029e-01,9.002287429629033388e-01,-9.186360599789733516e-01,8.009787374468129162e-01,1.345525793713894469e+00,-1.557755058044117735e+00
-1.290464108526109932e+00,9.207324578863260722e-01,-7.238336198617519868e-01,1.075978517276409363e+00,1.195344800800091978e+00,-8.020968031729716063e-01,-9.252141040914162451e-01,5.778287860105908447e-01
-1.186794165521543709e+00,8.497410090114977388e-01,-1.703020239187723384e+00,1.174254268774851173e+00,5.318472467769462808e-01,-9.457991711681769109e-01,1.998947098997587157e-01,-1.084445887383125307e-01
1.180487924240221309e+00,-1.010991612232101211e+00,-6.646273647013188901e-01,4.824407245878953310e-01,1.330071126413993499e+00,-1.572187143540741960e+00,1.296924926573903014e-01,-1.343878910555872663e-01
-1.581403824055334750e+00,1.484107026089154902e+00,8.349429341502521140e-01,-9.087027312354087893e-01,5.465304838544028376e-01,-5.924142658409784490e-01,4.926416519374892666e-01,-5.190472417819717021e-01
-1.349435350323950455e+00,1.667854377477069550e+00,-4.308181504784678317e-01,4.869465165404521234e-01,-3.471139579367407690e-01,6.334668946499155684e-01,1.198800066911790418e+00,-1.280317698857332820e+00
1.377698059188181778e+00,-1.253136849370870776e+00,5.477842788185106615e-01,-7.949277963426936155e-01,8.503002320554414739e-01,-5.356990161622207092e-01,1.088011304059608220e+00,-1.183572433985885297e+00
1.597064759370991238e+00,-1.478533691012505535e+00,-6.203028942272842405e-01,4.063666253639802162e-01,-1.581601623453194660e+00,1.421891731013242399e+00,9.063994684161727489e-02,1.728623420258893484e-01
9.504553526020893539e-01,-1.160272098411034625e+00,-1.289706618064030419e+00,8.690633646873048290e-01,-1.027616550541214036e+00,9.481522011892410395e-01,-2.164892610990888644e-01,-6.623741277019128126e-02
-4.884399593516985938e-01,5.382040415632469710e-01,1.223795553911384282e+00,-1.352024110598484263e+00,1.445569199284538475e-01,-3.074573465475026190e-01,1.216878339445032875e+00,-1.331057491070483767e+00
4.133255799623538063e-01,-2.331650792204280898e-01,2.974095756513896460e-01,-4.813960250270450936e-01,-1.550069525089278422e+00,1.506934061463948371e+00,-8.863391343820311574e-01,9.650207214834054525e-01
-1.790645417383264437e+00,1.777458004296860850e+00,-4.914624726987182335e-01,9.607297626999858897e-01,-7.597073348118853486e-01,7.439208394551147796e-01,1.226106246592603422e-01,-1.558615441351251796e-01
-1.076368542217375879e+00,1.106667544751797738e+00,1.312397120712990528e+00,-1.335048426672348132e+00,9.694367237124125181e-01,-8.456898269236341470e-01,-8.375080671811239164e-01,8.429589753268971197e-01
-1.204403960580531008e+00,1.539991653015300610e+00,-1.335639427191334550e+00,1.123548411725313168e+00,-5.242641055742734008e-02,-1.060445290823971293e-01,-9.291564702009262877e-01,1.155538152373966065e+00
-5.044171368028358415e-01,4.991931666675976653e-01,1.071074372805882913e+00,-9.283977360091602016e-01,1.099142561005552965e+00,-5.920034933734291682e-01,1.299741116940035246e+00,-1.092511255077671439e+00
-1.350077310767384908e+00,1.260567348868624649e+00,6.027847607262060148e-01,-6.651885910237091970e-01,6.372209023722396060e-01,-4.834569742762737099e-01,9.737058055508780452e-01,-7.865109172141953042e-01
6.871863692775028731e-01,-7.672066253593792240e-01,-1.128769733193785818e+00,1.123385159757847918e+00,-1.663454063585266818e+00,1.699102809225138344e+00,3.713404487320300928e-01,-6.960817773806608766e-02
1.586917252185137572e+00,-1.652338172842286568e+00,-6.948056152991543000e-01,8.783944021599036089e-01,-6.217156416970810451e-01,7.294614510362092963e-01,1.558488776382261909e-01,-7.088795204518599791e-02
1.068849884574885722e+00,-1.216809250384091490e+00,7.928373801205624849e-01,-7.235141590601903427e-01,-1.570649574208201171e+00,1.412603142035271153e+00,-8.167838302018203267e-01,1.250051464532065948e-01
-9.932759173309696488e-01,8.723253139253633881e-01,6.860579338034187291e-01,-9.868435699882468493e-01,9.105894012613016120e-01,-1.065451552915776423e+00,-1.367433575817240454e+00,1.069901607587712355e+00
-1.672522318733705937e+00,1.535680121381655328e+00,4.414037832979778031e-01,-6.018399592113045093e-01,-5.177015305611755158e-01,2.716239295703421486e-01,-1.235641597178475548e+00,1.323947947003854209e+00
-1.185285347562131886e+00,1.096848223720011894e+00,1.456332512599052276e+00,-1.161503463719782303e+00,-8.790721630074254112e-01,1.069001258482537464e+00,-3.593994023810475058e-01,2.775955936670227997e-01
-1.236501016698710043e+00,1.402181370601962795e+00,1.300773509021783347e+00,-8.765238559013902586e-01,-1.221805247386413384e+00,8.304286704848008460e-01,2.851696403019697845e-01,-3.944992609668804273e-01
5.610693165982643116e-01,-4.934938371322573625e-01,-9.601883679801302973e-01,7.301361562800127158e-01,-1.753007669715133554e+00,1.618826087667993852e+00,-2.609038196050164071e-01,1.019816821275659341e-01
-4.536806833787640492e-01,6.162907963451298432e-01,1.482796836704840304e+00,-1.382244742489786349e+00,-1.071289886032960270e+00,1.213802551563196719e+00,8.657656663818421583e-01,-1.236475082998311548e+00
1.283861938872672415e+00,-1.511413048055011865e+00,8.356889700446371583e-01,-8.308993360059689914e-01,7.795519737815657102e-01,-7.438584755973375318e-01,-5.713563298805217627e-01,2.850216734281196818e-01
4.171107673746314304e-01,-4.637784401457014094e-01,4.821442781198622130e-01,-2.733243044601936789e-01,-1.690312835902473942e+00,2.013773918844498745e+00,-5.224565635561388977e-01,1.540804355672377723e-01
-9.971208186972243537e-01,1.217205887944003084e+00,-1.659897643535519274e+00,1.461188524531213284e+00,-9.882544128896940394e-02,-1.241375826017320078e-01,2.117409041370520439e-01,-4.004771930710502859e-01
-1.082456184044978897e+00,1.337712492042148593e+00,1.178718909809104654e+00,-1.015420171035150032e+00,9.975944382708512581e-01,-1.033922474452482421e+00,1.982050766656978935e-01,-2.367580265931782946e-01
-3.195102523200115119e-01,5.023848209659776964e-01,3.224520741706968230e-01,-7.504799609997048204e-01,1.279138481009815864e+00,-1.162871385884797659e+00,-1.292144306555813582e+00,1.549253631807945952e+00
9.756080881859336973e-01,-7.477110701580946817e-01,-1.097876329645794957e+00,1.331152594848312720e+00,7.845353185889449854e-01,-9.121977410908822526e-01,1.125558785930914629e+00,-1.193226803770348399e+00
-1.220030998598877980e+00,1.563474916958349059e+00,-1.256358094021726490e+00,1.158648885912035631e+00,-4.467143736259607256e-01,-1.205281708786684614e-02,4.161795993067977095e-01,-4.875087804830340321e-01
-1.172135208531428635e-01,4.579377831483276429e-02,1.139049428466681224e+00,-1.090309487422267187e+00,-1.392826804081435998e+00,1.294327748396645994e+00,-1.354101870810333619e-01,3.376551253589029078e-01
1.666067373540663032e+00,-1.486967526713562027e+00,-7.947885840328191565e-01,6.377329534087995411e-01,-6.430372588835215897e-01,9.290844540909508620e-01,-7.403529154526011791e-01,8.111481822239187123e-01
9.599488929255474146e-01,-1.054066505427800449e+00,9.291127660271426558e-01,-3.438273365587430352e-01,-1.289841686238726304e+00,1.049879885932268220e+00,-1.230875705572105350e+00,1.174323630758380643e+00
-8.456514790307361196e-01,8.296123317389587637e-01,-3.629514089314377911e-01,9.067745085591978615e-02,1.741476594597319849e+00,-1.398291366988885676e+00,-4.851107374272777828e-01,2.328733426328582212e-01
1.083730003409091758e+00,-1.162678012249835247e+00,1.607070291163976705e+00,-1.603793062223950683e+00,-8.137258934251043740e-01,4.372503272583252443e-01,4.018285544169601931e-01,-3.637174296042803845e-01
1.642440023221499734e+00,-1.720597582946824078e+00,3.822127062208097725e-01,-3.001534811926960811e-01,7.023852707186263311e-01,-6.881236276015435527e-01,-7.261989527005719980e-01,8.603609251981324535e-01
-5.657807961476760683e-01,6.192156276471515453e-01,1.356848851831988778e-01,-1.025138713554245573e-01,1.429134286846537538e+00,-9.258529750373716283e-01,-1.311310148587557567e+00,9.317775343609471239e-01
-3.665823712038958071e-01,2.477829531280257014e-01,2.132032001430732127e+00,-1.959359935729760860e+00,-3.605067336303885983e-01,2.261161756998788033e-02,1.767504257546897439e-01,-4.049382175586843657e-01
1.444191586424697915e+00,-1.366510972123066381e+00,1.047276816161007318e+00,-9.709737820413641973e-01,-2.105690795348556521e-01,3.926291092066946375e-01,-2.483646832909585100e-01,1.138528664404402230e-01
1.373906234586645292e+00,-1.017426656439570865e+00,-9.549659662691143414e-01,8.062743100230085336e-01,-9.649159376441189817e-01,1.017060878026347703e+00,9.820040027873679911e-01,-1.065868403471749826e+00
1.225403042165460699e+00,-1.148798164845995728e+00,-9.495918639700237085e-01,1.029546398014716813e+00,8.281528236543560517e-01,-9.440073153713699483e-01,4.264610328826488050e-01,-5.782661489102042252e-01
-8.233782176330983055e-03,-1.927323127852728982e-02,-9.046032145339469310e-02,-2.305986245163526849e-01,2.001375726048600701e+00,-1.872443199957098514e+00,6.263700844793123057e-01,-7.101274532349398649e-01
1.144558987891257651e+00,-1.199170855718164619e+00,9.472476321241934949e-01,-8.365076190569069592e-01,-1.181374450714506308e+00,9.973483783783224643e-01,-3.807187934521627515e-01,6.242880347530000984e-01
-3.357566742704546914e-01,-1.299784042183446675e-01,-9.880239436937544584e-01,9.534157034288412991e-01,9.488577391261533434e-01,-8.840816430648291702e-01,1.228089997394234301e+00,-1.474552482973173761e+00
-3.914998852821107572e-02,-7.664777726583302427e-03,-7.691959014514262449e-01,8.417610966454266430e-01,-7.859888072871576981e-01,6.335711791672349325e-01,1.575256198456062240e+00,-1.774320801765129518e+00
-3.240212646475984504e-01,3.013756837050762249e-01,-1.326769250590736693e+00,1.010699803617266967e+00,-1.510464191551315283e+00,1.500109848358284426e+00,-2.701189800670603103e-01,4.245812424175430255e-01
1.200491117527588081e+00,-1.218683945887567566e+00,1.400381029346440487e+00,-9.587211939834893171e-01,5.657144222885308604e-01,-6.165589908611229797e-01,-3.960197984057712839e-01,7.960968105162360420e-01
8.320541205997717960e-01,-6.695631912297060895e-01,-4.561511018714450860e-02,3.701579292204005833e-01,5.103539059021821034e-01,-5.517067322542240637e-01,1.974658328728286172e+00,-1.719718809367630108e+00
2.310719874687879125e-03,8.362483756241026467e-02,-1.352324369151973071e+00,1.158980048031074128e+00,1.612601311368895951e+00,-1.613576029098715336e+00,8.524346176873168202e-02,-1.648798329929634932e-01
-3.263032124230171305e-01,1.899233668631436223e-01,-1.670500758868684654e+00,1.375399867940254817e+00,5.620387531913881851e-01,-8.595757828901018360e-01,1.233043770968426545e+00,-1.177784375113151150e+00
4.822233134479241290e-01,-3.188084383433139601e-01,1.516547852380626615e+00,-9.438613988146961065e-01,-9.147808315871161153e-03,2.845960260411332654e-01,1.303068925759050645e+00,-1.582133844240807274e+00
5.213354521970129385e-01,-6.719511933937508674e-01,1.125926844377461933e+00,-1.416182600268550473e+00,-1.111405781522359693e+00,1.011171454122544500e+00,-1.047632669777555314e+00,8.746835414321538771e-01
1.580278852696732184e+00,-1.716278137930171477e+00,7.687119435810700896e-01,-5.315618035926388263e-01,-1.249008140306877124e+00,1.369654032333752935e+00,3.947754547087271859e-02,-3.418672341266831283e-01
1.190148782859383525e+00,-1.231714677270683955e+00,1.465667875363247719e+00,-1.363489934477170928e+00,2.053320540793994453e-01,-3.906366538742532812e-01,1.415931666631859431e-01,-3.965728751100743854e-01
6.540855549206832098e-01,-4.635397308915655268e-01,2.048880918837998055e-01,1.827712504422625284e-02,1.680968910625644241e+00,-2.119213069260643234e+00,-4.583470191006741579e-01,3.165384278559361247e-02
6.431797310445098725e-01,-2.465756194170353743e-01,-2.850497439180674775e-01,1.950952049422974011e-01,1.824252846094905234e+00,-1.902051118931845197e+00,-4.879054743073489853e-01,6.667897498431982761e-01
7.955854299059221812e-01,-7.043300250539300533e-01,6.417555429322659155e-02,1.973555527967249812e-01,-1.446267615314811572e-01,4.729816688828472060e-01,-1.398734340248467101e+00,1.857706633927956874e+00
-1.541912423907862983e-01,-2.499272995974191058e-01,9.437456034602873522e-01,-1.354637089109200998e+00,-4.697937340991859556e-01,3.014441187607466710e-01,-1.639995436109995319e+00,1.600174869068802685e+00
3.874689365423616971e-01,-2.725367077269189586e-01,-1.044688550612721034e+00,7.657506030728019608e-01,-1.490044690366371105e+00,1.560246953823587246e+00,-1.651262930436407095e-01,5.970702321885124064e-01
-1.254127709511497102e+00,1.430001200232872582e+00,1.244653750479025156e+00,-1.220742755063440876e+00,2.817820350830123055e-01,-5.353872184471722973e-01,6.000031773057720175e-01,-1.188376515615924278e+00
-1.125584296656193972e+00,1.197116620527681752e+00,-8.328995076168484168e-02,-2.706021659995604036e-03,-9.338294870756078669e-01,1.305363318361595137e+00,7.277723854393340908e-01,-5.715377327967524623e-01
-1.236164961268552354e+00,1.599240528364496150e+00,-1.464737784130197840e-01,3.438794621978000926e-02,8.132353922368077415e-01,-5.710499150282180025e-01,1.093347245106968568e+00,-1.110895384453323365e+00
8.419288378810193541e-01,-6.768561341796593966e-01,7.084796668350457072e-02,-2.526545447652186471e-01,-1.877823114308814656e+00,1.984612723684625601e+00,1.517983223700701025e-02,-3.644479455148810776e-01
-1.842424670882577331e+00,2.135703551141241441e+00,-1.048326085086734416e+00,6.979603118721673383e-01,-1.901545663342889825e-01,1.273084364678824520e-01,-1.696093691116133673e-01,2.547250857389057321e-01
8.692453767830933264e-01,-1.085941392720089160e+00,-3.213153829768310987e-01,5.636077386938809219e-01,-1.840504708907396259e+00,1.460451968344697038e+00,-6.010625969169778315e-01,5.339349567354387815e-01
-8.696738757190777269e-01,7.624194166598237121e-01,1.087705623291782331e+00,-1.083996197925755745e+00,-1.301521178103530962e+00,1.137708695781997514e+00,-5.189007727058078112e-01,3.942379847798050396e-01
1.381316105380410386e+00,-1.598191123932316104e+00,-1.396187978735360380e+00,1.210291269267590231e+00,5.315338416589391324e-01,-7.456028895046276084e-01,4.235064854446331239e-02,4.060659189191168084e-02
-1.900977891392129637e-01,3.154090374134203567e-01,-1.825857712881216344e+00,2.042927961699706252e+00,-2.303408280804530583e-01,1.590703922696194983e-01,-5.055672665151021983e-01,8.380903032576573208e-01
5.641690899180128449e-01,-2.458794907187800971e-01,-1.410272456949118958e+00,1.574204636093045728e+00,5.694548947461984811e-01,-3.041625078895876522e-01,7.199919490625205087e-01,-7.653602335640811161e-01
1.350448271849950865e+00,-1.420492931107216972e+00,-7.673948619435791985e-01,4.880027769569635909e-01,-1.031881838614790770e+00,6.416276990600956465e-01,9.079168613793744402e-01,-7.653633983681120689e-01
-1.256551375273106341e+00,6.723616333272626200e-01,-7.502229891193369360e-01,1.101155490705614248e+00,-4.238798706808937777e-01,2.906127346414361656e-01,-1.534527373684575924e+00,1.064504691384242863e+00
8.442754326215149430e-01,-1.130936164058955695e+00,3.342170678420613994e-01,-2.611175003608618983e-01,-1.218280386535619098e+00,1.343618956771215789e+00,-1.211788751155406407e+00,1.151235246927150069e+00
-6.665448840929568686e-01,1.128657686183540898e+00,8.055587768712265673e-01,-4.750403249959128105e-01,8.171544812713112949e-01,-7.739784839468837330e-01,1.516097106407570339e+00,-1.671040850773735320e+00
4.358647152255789581e-01,-1.782815994202245902e-01,-1.338683564300169770e+00,1.215103156181784438e+00,3.853606396418838842e-01,-6.875759968446040205e-01,-1.360095825622947396e+00,1.551982293260336432e+00
-1.009264083424128655e+00,8.098119954917083474e-01,-1.437931991323863290e+00,1.596183525881211596e+00,-7.931562046451062775e-01,1.173507413816167855e+00,-3.626832387692578985e-01,6.859238755724978986e-01
-7.865675375412326531e-01,6.648704197878269051e-01,2.129171488236516474e+00,-1.893327004185856977e+00,1.909191543518923007e-01,9.560601373849890450e-03,4.281296163366639096e-01,-2.934259775466652176e-01
3.072904502423378093e-01,-2.935585335179167199e-01,1.422982163878278472e+00,-1.367941146333566449e+00,-9.736031042047050832e-01,1.088163986975311470e+00,8.679586771438018156e-01,-9.155482495834406098e-01
-8.189882331712179386e-01,1.084392137845711312e+00,9.947105382698098394e-03,4.297748385220935274e-01,8.293596691526595732e-01,-4.360065299362535507e-01,-1.652858753787086687e+00,1.209899253763190075e+00
-1.238957244963418303e+00,8.966374768853050403e-01,-1.637494910904500542e-02,7.304278353592780215e-02,1.597449820822699040e+00,-1.169973736523959307e+00,-6.420716668229762281e-01,5.769194990135875223e-01
1.411532135078522376e+00,-1.557796602313441303e+00,1.075160429089574654e+00,-7.624054190053634050e-01,-1.036988696687360934e+00,9.637258824099990129e-01,-1.253502263477084856e-02,9.252122939151728731e-02
4.783087913538179303e-01,-2.194234175943812482e-01,2.823420530828508190e-01,-1.326704230444218646e-01,1.001768749263807878e+00,-7.866375313750375575e-01,-1.968912566399104724e+00,1.660569857014925876e+00
-6.092901109073537436e-01,5.894238449103246236e-01,9.044705085578507164e-01,-1.041143881064928278e+00,1.216988145803230337e+00,-6.058799051990703122e-01,1.251197401905929318e+00,-1.230112782184820563e+00
1.254594309023115528e+00,-1.143942287082620801e+00,-1.393721316413615741e+00,1.007398414433598788e+00,1.101196173087047647e+00,-9.188799182512825681e-01,-3.064455045538040379e-01,1.431469419806744026e-01
6.254305573168096322e-01,-7.957940845361470839e-01,2.107238750041942887e-01,-2.079072494682622507e-01,-1.328914587755755106e+00,1.262126638887023367e+00,-1.336020410608760312e+00,1.314315611731057043e+00
1.253322825195360757e+00,-1.496633125097485806e+00,-9.519171105916898190e-01,1.012169618271199223e+00,1.428389631905021828e-01,-2.796372023064342405e-01,1.075710565467737023e+00,-1.003957338151997059e+00
-4.125796642890229848e-01,2.891998241281707460e-01,-1.872496068727863838e-01,1.052477639433867379e-01,1.276746012765304972e+00,-1.188335877401422103e+00,-1.684331058854117158e+00,1.516973530041532570e+00
-4.760647019379991574e-01,6.293151512012320481e-01,-8.466089303594436233e-01,6.212502243589248518e-01,1.050714793977810257e-01,-1.738747359586470254e-01,1.760574005166545053e+00,-1.900916137483097623e+00
-9.024590682349551418e-01,8.618258273111948364e-01,6.787567067433060153e-01,-4.590042957613600372e-01,1.095969469513771388e+00,-1.212546526831632443e+00,-1.305381653181832968e+00,1.468866363633217764e+00
-1.570384541649999077e+00,1.802439086834914272e+00,-1.481877431361238451e-01,2.135691489193853113e-02,-1.508069894708756964e+00,1.353801381348478827e+00,9.844003853326889486e-02,-4.513745396789635711e-01
1.544845436042346920e+00,-1.913406614543929907e+00,6.179228130822702614e-01,-5.450575298840206750e-01,-2.447583292292299928e-01,1.734651495496563334e-01,8.340614738427014618e-01,-8.030942301314696330e-01
2.847785201085759610e-01,-4.534193054315838189e-01,-1.853707608806743012e+00,1.873746157266113821e+00,-9.137963940479696401e-01,6.936822949212162470e-01,9.065211404002798679e-01,-7.837595147558559239e-01
4.717569374317181347e-02,-1.265934924470670658e-02,3.170299320516846153e-01,-3.463713831419372724e-01,5.254962629059205526e-01,-6.632734615950405255e-01,-1.859157103799584876e+00,1.692858772757661834e+00
1.116289388453105769e+00,-1.300838133272277597e+00,-1.575094159299430974e+00,1.849488918333422438e+00,3.055197105107871347e-01,-2.019202480078668149e-01,2.921926525954373632e-01,5.732743754538621034e-02
-9.325360193195179892e-02,4.589479475382216567e-01,8.826561258395818066e-02,-5.857164381810292531e-01,-1.274512784851318914e+00,1.151733757562549476e+00,-1.711518267655449455e+00,1.802910291552452415e+00
-8.498941810128132768e-02,1.630358344494198530e-01,4.899089289230441069e-01,-4.559148552566155699e-01,-1.644825430979764525e+00,1.924095553352831667e+00,8.901523253206741204e-01,-6.757451338071875924e-01
-1.346893497720168087e+00,1.540587905790631762e+00,-1.144364372871041535e+00,1.087981680068846879e+00,-3.861219598086536586e-01,4.871540431077923117e-01,5.504999179477968463e-01,-6.988520716813724221e-01
-5.777119225214959464e-01,4.828517991394177811e-01,4.889222620725383606e-01,-5.339398331222160454e-01,1.830747562090071723e+00,-1.697389183475554342e+00,-3.963360550328311471e-01,4.758768280322703270e-01
1.405484555803741875e+00,-1.096498874815266866e+00,-1.290943600724740792e+00,1.119340029263087288e+00,6.069303775274876855e-01,-4.353523757691426521e-01,6.009468282781658954e-02,1.160505215701972820e-01
1.508060210360521847e+00,-1.964389893982386726e+00,-2.476677473338119162e-01,3.794279995494527213e-01,-7.667982814199143515e-01,5.177226826891903055e-01,6.363103407473925666e-01,-3.380816007383748989e-01
4.842075251251837242e-01,-4.094199142953786064e-01,1.642553540555620473e-01,-8.523568981594951965e-02,-2.155286501372349672e+00,2.054621033091524218e+00,1.282898853228939817e-01,-2.871962199483052425e-01
-3.220532659577109991e-01,6.936103529070297702e-02,3.727436309531690414e-03,1.117684177073709484e-01,-1.216218586439616001e+00,1.118574348443653443e+00,1.933581571777329478e+00,-1.454544860593951938e+00
-8.227724123579348292e-02,1.155040866094907137e-02,-4.361944488375901763e-01,2.209291168535146010e-01,-1.822445340739349717e+00,2.221417469445457815e+00,-3.493582670196939549e-02,3.082234085719791628e-01
-1.081166961556988326e+00,1.240366441323503155e+00,1.292568413288063711e+00,-1.040013892073506474e+00,4.452494773955224527e-01,-6.107249175889513104e-01,-3.188930180779544488e-01,3.727624776157488218e-01
-3.728700970835818196e-01,2.513311388772304089e-01,2.157952844512976753e+00,-2.145507973655319311e+00,1.057786673374083442e-01,-1.464065074284825185e-01,1.661162393303970003e-02,-7.230482639117227772e-02
1.685322693671549077e+00,-1.574106523341916475e+00,9.433309307414589062e-02,-1.985810619090678242e-01,7.693028536755701641e-01,-8.805019683321479995e-01,-1.336187472824867106e-01,4.138246499019072044e-01
-8.247573382149782084e-01,1.041384150338881653e+00,1.556219716318326673e+00,-1.494376289025435733e+00,-2.084425242471704687e-01,8.093507399388377710e-02,5.612761283372411647e-01,-7.607773807459786708e-01
-1.650209292924127713e-01,-2.873894752296425256e-02,2.354738359799139757e-02,2.111876408663238280e-01,-2.659200177766740669e-01,1.902321234199616795e-01,-1.776005266389978576e+00,1.834861218726363985e+00
1.393027201305951479e+00,-1.324178453580543202e+00,-8.761715868421194875e-01,6.029913696988564720e-01,-1.327014181373959101e+00,1.364825507454635378e+00,2.467949768458889692e-01,-2.468511881023933985e-01
-7.917387090956392592e-01,1.049504471547855422e+00,1.284792560135694650e+00,-1.503618565753050751e+00,7.795733751124143129e-01,-6.559282099295273838e-01,-4.925341033818527725e-01,8.223028768595687099e-01
-1.147545474616900263e+00,6.553978069900784353e-01,3.630796730993523513e-01,-6.184840259279208441e-01,-6.089350192360728498e-01,5.862065714215642931e-01,-1.406101647368113161e+00,1.443985116808176983e+00
-8.617372216734497936e-01,9.721767080692665930e-01,5.280177252569000501e-01,-2.781486839368539354e-01,-8.597422293036699470e-01,1.372009934152880417e+00,-8.055614261152607147e-01,7.182060844280314660e-01
9.570808086225397471e-01,-9.589419127664640108e-01,6.403027583819601576e-01,-1.064608691015907826e+00,-1.595923002815276881e+00,1.872756863658054272e+00,-5.380047187974699163e-01,6.403345319845412664e-01
1.819639921241640090e+00,-1.722585045503022272e+00,6.398654374847916049e-02,-3.222639259721974403e-01,-8.455902353137304539e-01,9.324861816295354489e-01,3.631662314755758070e-01,-1.816109943528382842e-01
2.889102145067476424e-01,-6.557634931364944020e-01,-1.030586043417409670e+00,1.427132479647152952e+00,-8.336726168852234276e-01,1.288390526082008103e+00,9.993818832014467191e-01,-1.153920105773393878e+00
1.820235766546557166e+00,-1.792411259925826394e+00,4.861517684048967669e-01,-8.220114083991659770e-01,-2.663483922342323451e-01,8.763437135850656035e-02,-7.032174677375789829e-01,4.709741082970798076e-01
-3.682034441269713132e-02,6.542936768366902633e-02,1.130457686938912021e+00,-1.139464420728732330e+00,1.237930518218252951e+00,-1.634690083122868343e+00,8.430845427575975326e-02,-1.324461189684807971e-01
3.697156587236404279e-01,-4.121349156521857959e-01,-1.405280705165898203e+00,1.327960632832257293e+00,-2.490100203857013028e-01,1.865506665933638342e-01,1.311594660739257900e+00,-1.366059030632192250e+00
-2.990057201752892579e-01,1.717775723164037260e-01,5.444024589789814295e-01,-6.350410135139703538e-01,1.203163748004957956e+00,-1.074084406948906389e+00,1.252432124720323170e+00,-1.301999978265286018e+00
9.168381599212953315e-02,1.111676525426578133e-01,-5.475284360473603451e-01,7.235031179083797337e-01,-1.733161857247828452e+00,1.678796126625940577e+00,-1.062904845895558781e+00,8.241303071284216131e-01
-2.185915015674565753e-01,2.424368509320453668e-01,1.047692024395636912e+00,-9.915292492066155594e-01,9.150611711840339613e-02,-2.671823107087162308e-01,1.630394307682056176e+00,-1.853700385224639868e+00
-9.262928372163388158e-01,8.121217741761177500e-01,-1.425327611910440551e+00,1.225942699227525745e+00,2.614470715065431161e-01,-5.097344130767315074e-01,1.343639024532942372e+00,-1.072982405414787843e+00
4.119692516748102440e-01,-4.550626980011776568e-02,-5.917022980298899393e-01,9.176091076105884481e-01,9.456209187724743392e-01,-1.144091936973410384e+00,1.676147981024094458e+00,-1.537559027181666149e+00
-1.428371497245597199e+00,1.378285577922086835e+00,-4.083657548403679116e-01,3.280958427525087484e-01,1.076012422462991225e+00,-1.179161165305085301e+00,2.728354424177318882e-01,-2.225416392626164697e-01
-9.684200497321588941e-01,1.038169736351913119e+00,-4.673961789638507169e-01,4.065746272724449772e-01,-1.038558072118993758e+00,1.147780090458086377e+00,-1.504019461326862483e+00,1.634016033427099890e+00
7.142122552064285035e-01,-6.707850580276587538e-01,-1.458225121352325848e+00,1.530573343798900421e+00,2.160503449342088614e-02,2.935529747180231630e-01,-1.108272475818766978e+00,1.016571224795676409e+00
5.948702695403533802e-01,-3.308039376705409484e-01,-5.899841944987339604e-01,1.590120367317534589e-01,-4.647551724573352194e-01,3.606710912927660329e-01,-1.591422929926110896e+00,1.963147820121090792e+00
1.349880365904085333e-01,-4.808191273259480036e-01,-9.532955836457902565e-01,8.273159748369570687e-01,-1.690800301395387839e+00,1.537600943764154238e+00,5.392466985615492758e-01,-7.842462027087601095e-01
8.735767950896162759e-01,-8.750705486590358850e-01,1.625577704737154017e+00,-1.817283300006213631e+00,-9.579226722072421707e-02,-2.829806899426955472e-03,3.262197941708382815e-02,-3.611005907758446654e-01
-1.272350081396378174e+00,1.338378631111384109e+00,-9.672983483677741745e-01,7.426188057619603766e-01,1.047641972172452585e+00,-1.594040382878809003e+00,-6.265815282487736670e-01,5.639952638589081912e-01
1.477019765150164865e+00,-1.437099170817892402e+00,-1.142888643941847970e+00,8.559324920708414330e-01,-2.795331038963831949e-01,1.328983117810036696e-01,-1.135009805560842772e-01,2.734891253655673538e-01
